FPR_LR,TPR_LR,FPR_RF,TPR_RF,FPR_CB,TPR_CB
0.013552758954501452,0.16310160427807488,0.02032913843175218,0.17914438502673796,0.01452081316553727,0.09893048128342247
0.013552758954501452,0.1657754010695187,0.021297192642787996,0.18716577540106952,0.01452081316553727,0.13636363636363635
0.01452081316553727,0.1657754010695187,0.021297192642787996,0.1925133689839572,0.015488867376573089,0.13636363636363635
0.01452081316553727,0.17379679144385027,0.022265246853823813,0.20320855614973263,0.015488867376573089,0.1443850267379679
0.016456921587608905,0.17379679144385027,0.023233301064859633,0.21122994652406418,0.015488867376573089,0.1497326203208556
0.016456921587608905,0.17647058823529413,0.02516940948693127,0.22459893048128343,0.015488867376573089,0.1711229946524064
0.018393030009680542,0.17647058823529413,0.027105517909002903,0.24064171122994651,0.016456921587608905,0.1711229946524064
0.018393030009680542,0.22459893048128343,0.031945788964181994,0.24866310160427807,0.016456921587608905,0.17647058823529413
0.018393030009680542,0.22994652406417113,0.03291384317521781,0.25935828877005346,0.01936108422071636,0.17647058823529413
0.018393030009680542,0.232620320855615,0.03388189738625363,0.26737967914438504,0.01936108422071636,0.19786096256684493
0.01936108422071636,0.232620320855615,0.03484995159728945,0.2727272727272727,0.02032913843175218,0.19786096256684493
0.01936108422071636,0.23796791443850268,0.03484995159728945,0.27540106951871657,0.02032913843175218,0.20855614973262032
0.021297192642787996,0.23796791443850268,0.03872216844143272,0.2914438502673797,0.021297192642787996,0.20855614973262032
0.021297192642787996,0.24866310160427807,0.03969022265246854,0.2914438502673797,0.021297192642787996,0.21390374331550802
0.022265246853823813,0.24866310160427807,0.04259438528557599,0.30213903743315507,0.022265246853823813,0.21390374331550802
0.022265246853823813,0.2647058823529412,0.04356243949661181,0.3074866310160428,0.022265246853823813,0.22727272727272727
0.023233301064859633,0.2647058823529412,0.049370764762826716,0.3235294117647059,0.023233301064859633,0.22727272727272727
0.023233301064859633,0.2727272727272727,0.051306873184898356,0.3342245989304813,0.023233301064859633,0.22994652406417113
0.026137463697967087,0.2727272727272727,0.05227492739593417,0.3422459893048128,0.02516940948693127,0.22994652406417113
0.026137463697967087,0.2807486631016043,0.05517909002904162,0.34759358288770054,0.02516940948693127,0.232620320855615
0.028073572120038724,0.2807486631016043,0.057115198451113264,0.3689839572192513,0.026137463697967087,0.232620320855615
0.028073572120038724,0.28342245989304815,0.061955469506292354,0.3770053475935829,0.026137463697967087,0.23796791443850268
0.02904162633107454,0.28342245989304815,0.06679574056147145,0.3983957219251337,0.027105517909002903,0.23796791443850268
0.02904162633107454,0.29411764705882354,0.06679574056147145,0.4037433155080214,0.027105517909002903,0.25133689839572193
0.031945788964181994,0.29411764705882354,0.06776379477250725,0.4144385026737968,0.028073572120038724,0.25133689839572193
0.031945788964181994,0.2967914438502674,0.07647628267182963,0.4304812834224599,0.028073572120038724,0.2647058823529412
0.03291384317521781,0.2967914438502674,0.07744433688286544,0.4304812834224599,0.02904162633107454,0.2647058823529412
0.03291384317521781,0.2994652406417112,0.0803484995159729,0.4385026737967914,0.02904162633107454,0.2727272727272727
0.03388189738625363,0.2994652406417112,0.08615682478218781,0.45989304812834225,0.030977734753146177,0.2727272727272727
0.03388189738625363,0.3155080213903743,0.08809293320425944,0.47593582887700536,0.030977734753146177,0.2914438502673797
0.0377541142303969,0.3155080213903743,0.09874152952565343,0.5,0.03388189738625363,0.2914438502673797
0.0377541142303969,0.3181818181818182,0.10261374636979671,0.5106951871657754,0.03388189738625363,0.29411764705882354
0.03872216844143272,0.3181818181818182,0.10358180058083252,0.5106951871657754,0.0377541142303969,0.29411764705882354
0.03872216844143272,0.3235294117647059,0.10842207163601161,0.5187165775401069,0.0377541142303969,0.2967914438502674
0.04065827686350436,0.3235294117647059,0.10842207163601161,0.5213903743315508,0.041626331074540175,0.2967914438502674
0.04065827686350436,0.32620320855614976,0.11519845111326234,0.5347593582887701,0.041626331074540175,0.3048128342245989
0.04356243949661181,0.32620320855614976,0.12197483059051308,0.553475935828877,0.04259438528557599,0.3048128342245989
0.04356243949661181,0.33689839572192515,0.13068731848983542,0.5614973262032086,0.04259438528557599,0.3074866310160428
0.046466602129719266,0.33689839572192515,0.1403678606001936,0.5668449197860963,0.04356243949661181,0.3074866310160428
0.046466602129719266,0.3422459893048128,0.14133591481122942,0.5668449197860963,0.04356243949661181,0.31283422459893045
0.05227492739593417,0.3422459893048128,0.1510164569215876,0.5748663101604278,0.044530493707647625,0.31283422459893045
0.05227492739593417,0.35294117647058826,0.15779283639883834,0.5855614973262032,0.044530493707647625,0.3155080213903743
0.05324298160696999,0.35294117647058826,0.15779283639883834,0.5882352941176471,0.04549854791868345,0.3155080213903743
0.05324298160696999,0.36363636363636365,0.16263310745401743,0.5962566844919787,0.04549854791868345,0.3235294117647059
0.05421103581800581,0.36363636363636365,0.17231364956437561,0.606951871657754,0.04743465634075508,0.3235294117647059
0.05421103581800581,0.3663101604278075,0.18102613746369797,0.6122994652406417,0.04743465634075508,0.32887700534759357
0.05517909002904162,0.3663101604278075,0.18973862536302033,0.6203208556149733,0.0484027105517909,0.32887700534759357
0.05517909002904162,0.3689839572192513,0.19554695062923524,0.6310160427807486,0.0484027105517909,0.3315508021390374
0.05614714424007745,0.3689839572192513,0.19651500484027107,0.6310160427807486,0.049370764762826716,0.3315508021390374
0.05614714424007745,0.37433155080213903,0.1994191674733785,0.6470588235294118,0.049370764762826716,0.3342245989304813
0.0590513068731849,0.37433155080213903,0.20038722168441434,0.6470588235294118,0.05033881897386254,0.3342245989304813
0.0590513068731849,0.38235294117647056,0.20522749273959343,0.6577540106951871,0.05033881897386254,0.3422459893048128
0.060019361084220714,0.38235294117647056,0.21684414327202323,0.6684491978609626,0.051306873184898356,0.3422459893048128
0.060019361084220714,0.393048128342246,0.2245885769603098,0.6844919786096256,0.051306873184898356,0.3449197860962567
0.06098741529525654,0.393048128342246,0.22555663117134558,0.6844919786096256,0.05227492739593417,0.3449197860962567
0.06098741529525654,0.39572192513368987,0.2371732817037754,0.7058823529411765,0.05227492739593417,0.34759358288770054
0.061955469506292354,0.39572192513368987,0.24007744433688286,0.7299465240641712,0.05324298160696999,0.34759358288770054
0.061955469506292354,0.3983957219251337,0.2536302032913843,0.7486631016042781,0.05324298160696999,0.35294117647058826
0.06292352371732816,0.3983957219251337,0.26137463697967084,0.7540106951871658,0.05421103581800581,0.35294117647058826
0.06292352371732816,0.40641711229946526,0.27299128751210067,0.7566844919786097,0.05421103581800581,0.3582887700534759
0.06389157792836399,0.40641711229946526,0.2797676669893514,0.7647058823529411,0.05517909002904162,0.3582887700534759
0.06389157792836399,0.4090909090909091,0.29138431752178123,0.7727272727272727,0.05517909002904162,0.3663101604278075
0.07357212003872217,0.4090909090909091,0.30784123910939015,0.7834224598930482,0.057115198451113264,0.3663101604278075
0.07357212003872217,0.41711229946524064,0.30880929332042595,0.7834224598930482,0.057115198451113264,0.3770053475935829
0.07454017424975799,0.41711229946524064,0.32236205227492737,0.786096256684492,0.0590513068731849,0.3770053475935829
0.07454017424975799,0.42245989304812837,0.33591481122942884,0.8021390374331551,0.0590513068731849,0.37967914438502676
0.0755082284607938,0.42245989304812837,0.33591481122942884,0.8048128342245989,0.06098741529525654,0.37967914438502676
0.0755082284607938,0.42513368983957217,0.3465634075508228,0.8315508021390374,0.06098741529525654,0.3850267379679144
0.07938044530493708,0.42513368983957217,0.3552758954501452,0.839572192513369,0.061955469506292354,0.3850267379679144
0.07938044530493708,0.4411764705882353,0.36786060019361083,0.8449197860962567,0.061955469506292354,0.3877005347593583
0.0803484995159729,0.4411764705882353,0.37947725072604066,0.8609625668449198,0.06292352371732816,0.3877005347593583
0.0803484995159729,0.44385026737967914,0.38044530493707646,0.8609625668449198,0.06292352371732816,0.393048128342246
0.08325266214908035,0.44385026737967914,0.39496611810261373,0.8689839572192514,0.06389157792836399,0.393048128342246
0.08325266214908035,0.45989304812834225,0.409486931268151,0.8796791443850267,0.06389157792836399,0.39572192513368987
0.08712487899322362,0.45989304812834225,0.4230396902226525,0.8903743315508021,0.06485963213939981,0.39572192513368987
0.08712487899322362,0.46524064171123,0.42400774443368827,0.8903743315508021,0.06485963213939981,0.40106951871657753
0.08809293320425944,0.46524064171123,0.4443368828654405,0.8957219251336899,0.06582768635043562,0.40106951871657753
0.08809293320425944,0.4679144385026738,0.452081316553727,0.8983957219251337,0.06582768635043562,0.4037433155080214
0.08906098741529525,0.4679144385026738,0.452081316553727,0.9010695187165776,0.06679574056147145,0.4037433155080214
0.08906098741529525,0.4732620320855615,0.46563407550822844,0.9064171122994652,0.06679574056147145,0.4090909090909091
0.0909970958373669,0.4732620320855615,0.4675701839303001,0.9064171122994652,0.0696999031945789,0.4090909090909091
0.0909970958373669,0.4786096256684492,0.48693126815101645,0.9171122994652406,0.0696999031945789,0.4197860962566845
0.09583736689254599,0.4786096256684492,0.505324298160697,0.9197860962566845,0.07163601161665054,0.4197860962566845
0.09583736689254599,0.48128342245989303,0.5227492739593417,0.93048128342246,0.07163601161665054,0.42513368983957217
0.09777347531461762,0.48128342245989303,0.5508228460793805,0.9411764705882353,0.0755082284607938,0.42513368983957217
0.09777347531461762,0.4893048128342246,0.5663117134559535,0.946524064171123,0.0755082284607938,0.42780748663101603
0.10067763794772508,0.4893048128342246,0.5924491771539206,0.9545454545454546,0.07647628267182963,0.42780748663101603
0.10067763794772508,0.4919786096256685,0.6214908034849952,0.9598930481283422,0.07647628267182963,0.43315508021390375
0.10358180058083252,0.4919786096256685,0.6456921587608906,0.9652406417112299,0.07744433688286544,0.43315508021390375
0.10358180058083252,0.4946524064171123,0.6727976766698935,0.9679144385026738,0.07744433688286544,0.4358288770053476
0.10454985479186835,0.4946524064171123,0.7086156824782188,0.9732620320855615,0.07841239109390126,0.4358288770053476
0.10454985479186835,0.49732620320855614,0.7086156824782188,0.9759358288770054,0.07841239109390126,0.4385026737967914
0.10939012584704744,0.49732620320855614,0.7512100677637947,0.9812834224598931,0.08131655372700872,0.4385026737967914
0.10939012584704744,0.5026737967914439,0.8112294288480155,0.9812834224598931,0.08131655372700872,0.4411764705882353
0.11035818005808325,0.5026737967914439,0.8121974830590513,0.9812834224598931,0.08422071636011616,0.4411764705882353
0.11035818005808325,0.5053475935828877,0.8741529525653436,0.9946524064171123,0.08422071636011616,0.44385026737967914
0.11132623426911907,0.5053475935828877,1.0,1.0,0.08518877057115198,0.44385026737967914
0.11132623426911907,0.5080213903743316,,,0.08518877057115198,0.4625668449197861
0.11423039690222653,0.5080213903743316,,,0.08615682478218781,0.4625668449197861
0.11423039690222653,0.516042780748663,,,0.08615682478218781,0.46524064171123
0.11713455953533398,0.516042780748663,,,0.08809293320425944,0.46524064171123
0.11713455953533398,0.5187165775401069,,,0.08809293320425944,0.4679144385026738
0.1181026137463698,0.5187165775401069,,,0.09002904162633107,0.4679144385026738
0.1181026137463698,0.5240641711229946,,,0.09002904162633107,0.47058823529411764
0.12294288480154889,0.5240641711229946,,,0.09196515004840271,0.47058823529411764
0.12294288480154889,0.5294117647058824,,,0.09196515004840271,0.4732620320855615
0.12584704743465633,0.5294117647058824,,,0.09486931268151017,0.4732620320855615
0.12584704743465633,0.5320855614973262,,,0.09486931268151017,0.4786096256684492
0.12681510164569215,0.5320855614973262,,,0.09583736689254599,0.4786096256684492
0.12681510164569215,0.5427807486631016,,,0.09583736689254599,0.48128342245989303
0.12778315585672798,0.5427807486631016,,,0.0968054211035818,0.48128342245989303
0.12778315585672798,0.5454545454545454,,,0.0968054211035818,0.4839572192513369
0.13165537270087124,0.5454545454545454,,,0.10164569215876089,0.4839572192513369
0.13165537270087124,0.5508021390374331,,,0.10164569215876089,0.4893048128342246
0.1335914811229429,0.5508021390374331,,,0.10842207163601161,0.4893048128342246
0.1335914811229429,0.553475935828877,,,0.10842207163601161,0.4946524064171123
0.1345595353339787,0.553475935828877,,,0.10939012584704744,0.4946524064171123
0.1345595353339787,0.5561497326203209,,,0.10939012584704744,0.49732620320855614
0.1355275895450145,0.5561497326203209,,,0.11035818005808325,0.49732620320855614
0.1355275895450145,0.5668449197860963,,,0.11035818005808325,0.5026737967914439
0.13649564375605033,0.5668449197860963,,,0.11616650532429816,0.5026737967914439
0.13649564375605033,0.5721925133689839,,,0.11616650532429816,0.5053475935828877
0.13746369796708616,0.5721925133689839,,,0.12197483059051308,0.5053475935828877
0.13746369796708616,0.5748663101604278,,,0.12197483059051308,0.5133689839572193
0.13843175217812198,0.5748663101604278,,,0.12487899322362052,0.5133689839572193
0.13843175217812198,0.5775401069518716,,,0.12487899322362052,0.516042780748663
0.14327202323330107,0.5775401069518716,,,0.12584704743465633,0.516042780748663
0.14327202323330107,0.5855614973262032,,,0.12584704743465633,0.5240641711229946
0.14714424007744434,0.5855614973262032,,,0.12778315585672798,0.5240641711229946
0.14714424007744434,0.5882352941176471,,,0.12778315585672798,0.5267379679144385
0.14811229428848016,0.5882352941176471,,,0.1287512100677638,0.5267379679144385
0.14811229428848016,0.5935828877005348,,,0.1287512100677638,0.5320855614973262
0.15004840271055178,0.5935828877005348,,,0.13262342691190707,0.5320855614973262
0.15004840271055178,0.5962566844919787,,,0.13262342691190707,0.5347593582887701
0.1510164569215876,0.5962566844919787,,,0.1335914811229429,0.5347593582887701
0.1510164569215876,0.6016042780748663,,,0.1335914811229429,0.5374331550802139
0.15198451113262343,0.6016042780748663,,,0.13746369796708616,0.5374331550802139
0.15198451113262343,0.6096256684491979,,,0.13746369796708616,0.5401069518716578
0.15488867376573087,0.6096256684491979,,,0.13843175217812198,0.5401069518716578
0.15488867376573087,0.6122994652406417,,,0.13843175217812198,0.5427807486631016
0.1558567279767667,0.6122994652406417,,,0.14133591481122942,0.5427807486631016
0.1558567279767667,0.6229946524064172,,,0.14133591481122942,0.5454545454545454
0.15972894482090996,0.6229946524064172,,,0.14327202323330107,0.5454545454545454
0.15972894482090996,0.6256684491978609,,,0.14327202323330107,0.5481283422459893
0.1606969990319458,0.6256684491978609,,,0.1442400774443369,0.5481283422459893
0.1606969990319458,0.6283422459893048,,,0.1442400774443369,0.553475935828877
0.1616650532429816,0.6283422459893048,,,0.1452081316553727,0.553475935828877
0.1616650532429816,0.6310160427807486,,,0.1452081316553727,0.5588235294117647
0.16360116166505323,0.6310160427807486,,,0.14714424007744434,0.5588235294117647
0.16360116166505323,0.6363636363636364,,,0.14714424007744434,0.5641711229946524
0.16553727008712488,0.6363636363636364,,,0.15004840271055178,0.5641711229946524
0.16553727008712488,0.6390374331550802,,,0.15004840271055178,0.5668449197860963
0.1665053242981607,0.6390374331550802,,,0.1510164569215876,0.5668449197860963
0.1665053242981607,0.6417112299465241,,,0.1510164569215876,0.56951871657754
0.16747337850919652,0.6417112299465241,,,0.1558567279767667,0.56951871657754
0.16747337850919652,0.6470588235294118,,,0.1558567279767667,0.5748663101604278
0.16940948693126814,0.6470588235294118,,,0.15682478218780252,0.5748663101604278
0.16940948693126814,0.6497326203208557,,,0.15682478218780252,0.5775401069518716
0.17037754114230397,0.6497326203208557,,,0.15972894482090996,0.5775401069518716
0.17037754114230397,0.6524064171122995,,,0.15972894482090996,0.5802139037433155
0.1732817037754114,0.6524064171122995,,,0.1606969990319458,0.5802139037433155
0.1732817037754114,0.6577540106951871,,,0.1606969990319458,0.5882352941176471
0.1781219748305905,0.6577540106951871,,,0.1616650532429816,0.5882352941176471
0.1781219748305905,0.660427807486631,,,0.1616650532429816,0.5935828877005348
0.17909002904162633,0.660427807486631,,,0.16263310745401743,0.5935828877005348
0.17909002904162633,0.6657754010695187,,,0.16263310745401743,0.5962566844919787
0.18102613746369797,0.6657754010695187,,,0.16456921587608905,0.5962566844919787
0.18102613746369797,0.6684491978609626,,,0.16456921587608905,0.6016042780748663
0.1868344627299129,0.6684491978609626,,,0.16553727008712488,0.6016042780748663
0.1868344627299129,0.6711229946524064,,,0.16553727008712488,0.6042780748663101
0.18780251694094868,0.6711229946524064,,,0.16844143272023232,0.6042780748663101
0.18780251694094868,0.6737967914438503,,,0.16844143272023232,0.606951871657754
0.19264278799612777,0.6737967914438503,,,0.1713455953533398,0.606951871657754
0.19264278799612777,0.6818181818181818,,,0.1713455953533398,0.6096256684491979
0.19457889641819942,0.6818181818181818,,,0.17521781219748306,0.6096256684491979
0.19457889641819942,0.6844919786096256,,,0.17521781219748306,0.6149732620320856
0.19554695062923524,0.6844919786096256,,,0.17618586640851888,0.6149732620320856
0.19554695062923524,0.6925133689839572,,,0.17618586640851888,0.6176470588235294
0.20619554695062922,0.6925133689839572,,,0.1781219748305905,0.6176470588235294
0.20619554695062922,0.6951871657754011,,,0.1781219748305905,0.6203208556149733
0.20716360116166505,0.6951871657754011,,,0.18102613746369797,0.6203208556149733
0.20716360116166505,0.6978609625668449,,,0.18102613746369797,0.6229946524064172
0.21200387221684414,0.6978609625668449,,,0.1819941916747338,0.6229946524064172
0.21200387221684414,0.7005347593582888,,,0.1819941916747338,0.6283422459893048
0.21297192642787996,0.7005347593582888,,,0.18393030009680542,0.6283422459893048
0.21297192642787996,0.7032085561497327,,,0.18393030009680542,0.6310160427807486
0.2158760890609874,0.7032085561497327,,,0.18489835430784124,0.6310160427807486
0.2158760890609874,0.7058823529411765,,,0.18489835430784124,0.6336898395721925
0.2207163601161665,0.7058823529411765,,,0.1868344627299129,0.6336898395721925
0.2207163601161665,0.7112299465240641,,,0.1868344627299129,0.6363636363636364
0.22168441432720232,0.7112299465240641,,,0.18780251694094868,0.6363636363636364
0.22168441432720232,0.713903743315508,,,0.18780251694094868,0.6390374331550802
0.22362052274927396,0.713903743315508,,,0.18973862536302033,0.6390374331550802
0.22362052274927396,0.7165775401069518,,,0.18973862536302033,0.6417112299465241
0.22555663117134558,0.7165775401069518,,,0.1936108422071636,0.6417112299465241
0.22555663117134558,0.7192513368983957,,,0.1936108422071636,0.6470588235294118
0.2265246853823814,0.7192513368983957,,,0.19457889641819942,0.6470588235294118
0.2265246853823814,0.7219251336898396,,,0.19457889641819942,0.6497326203208557
0.22749273959341723,0.7219251336898396,,,0.19554695062923524,0.6497326203208557
0.22749273959341723,0.7245989304812834,,,0.19554695062923524,0.6550802139037433
0.22846079380445306,0.7245989304812834,,,0.1994191674733785,0.6550802139037433
0.22846079380445306,0.7352941176470589,,,0.1994191674733785,0.6577540106951871
0.22942884801548888,0.7352941176470589,,,0.20135527589545016,0.6577540106951871
0.22942884801548888,0.7379679144385026,,,0.20135527589545016,0.660427807486631
0.23233301064859632,0.7379679144385026,,,0.20232333010648595,0.660427807486631
0.23233301064859632,0.7406417112299465,,,0.20232333010648595,0.6631016042780749
0.2371732817037754,0.7406417112299465,,,0.2042594385285576,0.6631016042780749
0.2371732817037754,0.7513368983957219,,,0.2042594385285576,0.6657754010695187
0.23910939012584706,0.7513368983957219,,,0.2090997095837367,0.6657754010695187
0.23910939012584706,0.7540106951871658,,,0.2090997095837367,0.6684491978609626
0.24491771539206195,0.7540106951871658,,,0.21006776379477252,0.6684491978609626
0.24491771539206195,0.7566844919786097,,,0.21006776379477252,0.6764705882352942
0.24782187802516942,0.7566844919786097,,,0.21200387221684414,0.6764705882352942
0.24782187802516942,0.7593582887700535,,,0.21200387221684414,0.6818181818181818
0.24878993223620524,0.7593582887700535,,,0.21684414327202323,0.6818181818181818
0.24878993223620524,0.7620320855614974,,,0.21684414327202323,0.6871657754010695
0.25072604065827686,0.7620320855614974,,,0.2245885769603098,0.6871657754010695
0.25072604065827686,0.767379679144385,,,0.2245885769603098,0.6898395721925134
0.2536302032913843,0.767379679144385,,,0.2265246853823814,0.6898395721925134
0.2536302032913843,0.7700534759358288,,,0.2265246853823814,0.7005347593582888
0.25556631171345595,0.7700534759358288,,,0.22749273959341723,0.7005347593582888
0.25556631171345595,0.7727272727272727,,,0.22749273959341723,0.7032085561497327
0.25653436592449175,0.7727272727272727,,,0.2313649564375605,0.7032085561497327
0.25653436592449175,0.7754010695187166,,,0.2313649564375605,0.7058823529411765
0.2584704743465634,0.7754010695187166,,,0.23523717328170377,0.7058823529411765
0.2584704743465634,0.7780748663101604,,,0.23523717328170377,0.7085561497326203
0.26137463697967084,0.7780748663101604,,,0.24298160696999033,0.7085561497326203
0.26137463697967084,0.7834224598930482,,,0.24298160696999033,0.713903743315508
0.2691190706679574,0.7834224598930482,,,0.24394966118102615,0.713903743315508
0.2691190706679574,0.786096256684492,,,0.24394966118102615,0.7165775401069518
0.27299128751210067,0.786096256684492,,,0.24491771539206195,0.7165775401069518
0.27299128751210067,0.7887700534759359,,,0.24491771539206195,0.7245989304812834
0.2749273959341723,0.7887700534759359,,,0.24878993223620524,0.7245989304812834
0.2749273959341723,0.7914438502673797,,,0.24878993223620524,0.7272727272727273
0.2787996127783156,0.7914438502673797,,,0.25653436592449175,0.7272727272727273
0.2787996127783156,0.7967914438502673,,,0.25653436592449175,0.7299465240641712
0.28170377541142305,0.7967914438502673,,,0.25943852855759925,0.7299465240641712
0.28170377541142305,0.7994652406417112,,,0.25943852855759925,0.7352941176470589
0.28267182962245885,0.7994652406417112,,,0.26137463697967084,0.7352941176470589
0.28267182962245885,0.8021390374331551,,,0.26137463697967084,0.7379679144385026
0.2836398838334947,0.8021390374331551,,,0.2633107454017425,0.7379679144385026
0.2836398838334947,0.8048128342245989,,,0.2633107454017425,0.7406417112299465
0.2904162633107454,0.8048128342245989,,,0.26524685382381413,0.7406417112299465
0.2904162633107454,0.8074866310160428,,,0.26524685382381413,0.7459893048128342
0.29138431752178123,0.8074866310160428,,,0.2671829622458858,0.7459893048128342
0.29138431752178123,0.8101604278074866,,,0.2671829622458858,0.7486631016042781
0.29235237173281703,0.8101604278074866,,,0.2681510164569216,0.7486631016042781
0.29235237173281703,0.8155080213903744,,,0.2681510164569216,0.7513368983957219
0.2971926427879961,0.8155080213903744,,,0.271055179090029,0.7513368983957219
0.2971926427879961,0.8181818181818182,,,0.271055179090029,0.7566844919786097
0.3155856727976767,0.8181818181818182,,,0.27686350435624396,0.7566844919786097
0.3155856727976767,0.820855614973262,,,0.27686350435624396,0.7700534759358288
0.32623426911907066,0.820855614973262,,,0.2797676669893514,0.7700534759358288
0.32623426911907066,0.8235294117647058,,,0.2797676669893514,0.7754010695187166
0.33010648596321396,0.8235294117647058,,,0.28654404646660214,0.7754010695187166
0.33010648596321396,0.8262032085561497,,,0.28654404646660214,0.7780748663101604
0.33204259438528555,0.8262032085561497,,,0.2894482090997096,0.7780748663101604
0.33204259438528555,0.8288770053475936,,,0.2894482090997096,0.7807486631016043
0.34172313649564373,0.8288770053475936,,,0.30300096805421106,0.7807486631016043
0.34172313649564373,0.8342245989304813,,,0.30300096805421106,0.7834224598930482
0.3504356243949661,0.8342245989304813,,,0.30396902226524686,0.7834224598930482
0.3504356243949661,0.8368983957219251,,,0.30396902226524686,0.786096256684492
0.356243949661181,0.8368983957219251,,,0.3059051306873185,0.786096256684492
0.356243949661181,0.839572192513369,,,0.3059051306873185,0.7887700534759359
0.36786060019361083,0.839572192513369,,,0.3068731848983543,0.7887700534759359
0.36786060019361083,0.8422459893048129,,,0.3068731848983543,0.7914438502673797
0.3688286544046467,0.8422459893048129,,,0.30784123910939015,0.7914438502673797
0.3688286544046467,0.8449197860962567,,,0.30784123910939015,0.7941176470588235
0.3697967086156825,0.8449197860962567,,,0.3107454017424976,0.7941176470588235
0.3697967086156825,0.8475935828877005,,,0.3107454017424976,0.7967914438502673
0.3765730880929332,0.8475935828877005,,,0.31364956437560504,0.7967914438502673
0.3765730880929332,0.8502673796791443,,,0.31364956437560504,0.8021390374331551
0.37850919651500486,0.8502673796791443,,,0.31752178121974833,0.8021390374331551
0.37850919651500486,0.8529411764705882,,,0.31752178121974833,0.8048128342245989
0.38044530493707646,0.8529411764705882,,,0.32720232333010646,0.8048128342245989
0.38044530493707646,0.8582887700534759,,,0.32720232333010646,0.8101604278074866
0.38528557599225555,0.8582887700534759,,,0.34172313649564373,0.8101604278074866
0.38528557599225555,0.8636363636363636,,,0.34172313649564373,0.8181818181818182
0.3872216844143272,0.8636363636363636,,,0.3436592449177154,0.8181818181818182
0.3872216844143272,0.8663101604278075,,,0.3436592449177154,0.820855614973262
0.39012584704743464,0.8663101604278075,,,0.3475314617618587,0.820855614973262
0.39012584704743464,0.8689839572192514,,,0.3475314617618587,0.8235294117647058
0.3910939012584705,0.8689839572192514,,,0.35237173281703776,0.8235294117647058
0.3910939012584705,0.8743315508021391,,,0.35237173281703776,0.8288770053475936
0.39399806389157793,0.8743315508021391,,,0.3543078412391094,0.8288770053475936
0.39399806389157793,0.8770053475935828,,,0.3543078412391094,0.8315508021390374
0.40077444336882867,0.8770053475935828,,,0.3601161665053243,0.8315508021390374
0.40077444336882867,0.8796791443850267,,,0.3601161665053243,0.8342245989304813
0.40174249757986447,0.8796791443850267,,,0.36786060019361083,0.8342245989304813
0.40174249757986447,0.8823529411764706,,,0.36786060019361083,0.8368983957219251
0.4036786060019361,0.8823529411764706,,,0.3688286544046467,0.8368983957219251
0.4036786060019361,0.8877005347593583,,,0.3688286544046467,0.839572192513369
0.41239109390125844,0.8877005347593583,,,0.3717328170377541,0.839572192513369
